idGroup|idProject|idIssue|descIssue|titleIssue|createAtIssue|labelsIssue|UpdateAtIssue|stateIssue|idAuthorIssue|idAssigneeIssue
1008|300|2431||cliente.login|2019-09-30T12:53:55.155Z|high;user-story|2019-10-06T16:34:49.360Z|closed|828|831.0
1008|300|2430||gestor.insertarDesdeFichero|2019-09-30T12:50:37.562Z|high;user-story|2019-10-28T15:50:48.998Z|closed|828|831.0
1008|300|2429||gestor|2019-09-30T12:49:40.831Z|feature;medium|2019-10-29T15:42:47.724Z|closed|828|
1008|300|2428||gestor.insertarPorPantalla|2019-09-30T12:48:15.410Z|high;user-story|2019-10-20T20:28:09.492Z|closed|828|830.0
1008|300|2427||Preparar el entorno del proyecto|2019-09-30T12:42:09.432Z|high;workitem|2019-10-01T08:15:04.692Z|closed|828|828.0
1008|300|2426||Primer Meeting|2019-09-30T12:23:26.844Z|Meeting|2019-09-30T13:00:30.267Z|closed|828|828.0
1017|303|2892||Meeting Sprint 4|2019-10-27T21:55:44.732Z|Meeting|2019-10-27T22:10:34.487Z|closed|864|864.0
1017|303|2858|Estamos teniendo problemas de compilacion con la primera version de login.  [PracticaJMS.zip](/uploads/40f828f68649fde40266a81057759467/PracticaJMS.zip)|Bug Login|2019-10-24T18:40:35.087Z|bug|2019-10-30T17:30:01.530Z|closed|866|866.0
1017|303|2810||Meeting Sprint 3|2019-10-20T19:04:32.912Z|Meeting|2019-10-20T19:23:38.642Z|closed|864|864.0
1017|303|2671||Meeting final de Sprint 2|2019-10-13T18:44:33.576Z|Meeting|2019-10-13T18:55:42.416Z|closed|864|864.0
1017|303|2670||Inicialización del repositorio del proyecto|2019-10-13T18:16:06.205Z|workitem|2019-10-13T18:43:38.778Z|closed|864|864.0
1017|303|2594||Meeting planificación Sprint 2|2019-10-09T15:02:29.785Z|Meeting|2019-10-09T16:59:46.556Z|closed|864|864.0
1017|303|2577|Analizamos el progreso del proyecto hasta el momento. Mario Martinez (Product Owner) no pudo organizar el meeting por motivos personales y se unirá más tarde.  Edit(Porduct Owner): Reunión finalizada, debatido lo concluido este sprint y la planificación del siguiente.|Meeting Final Sprint 1|2019-10-06T21:10:14.323Z|Meeting|2019-10-06T21:39:25.175Z|closed|865|864.0
1017|303|2526|Documento con la organización del backlog del proyecto|Documentación sobre el backlog|2019-10-05T19:01:17.378Z|workitem|2019-10-06T21:45:30.144Z|closed|864|867.0
1017|303|2525||Ampliar la funcionalidad para que las noticias se muestren de forma distinta dependiendo del tipo de suscripción|2019-10-05T18:57:12.013Z|feature|2019-11-03T22:45:04.366Z|closed|864|
1017|303|2524||El gestor puede insertar las noticias por fichero|2019-10-05T18:56:02.514Z|user-story|2019-11-02T19:23:50.629Z|closed|864|864.0
1017|303|2523||El gestor puede insertar las noticias por escribiendo por pantalla|2019-10-05T18:55:49.213Z|user-story|2019-11-02T19:23:37.000Z|closed|864|864.0
1017|303|2522||El gestor debe ofrecer una interfaz de texto, para poder introducir las noticias a distribuir a los Clientes|2019-10-05T18:55:30.417Z|feature|2019-11-03T22:41:25.299Z|closed|864|864.0
1017|303|2521||El cliente puede filtrar noticias entre dos fecha indicadas|2019-10-05T18:54:21.980Z|user-story|2019-11-03T22:43:39.902Z|closed|864|864.0
1017|303|2520||El cliente puede filtrar por palabra clave introducida|2019-10-05T18:53:41.009Z|user-story|2019-11-03T21:38:48.775Z|closed|864|867.0
1017|303|2519||El cliente puede filtrar por temática entre Política, Economía o Deportes|2019-10-05T18:52:59.583Z|user-story|2019-11-03T22:41:51.998Z|closed|864|864.0
1017|303|2518||El cliente podrá elegir filtrar por temática, palabra o fecha|2019-10-05T18:52:23.853Z|user-story|2019-11-03T22:41:38.047Z|closed|864|864.0
1017|303|2517||El cliente debe poder consultar noticias|2019-10-05T18:52:00.789Z|feature|2019-11-03T19:05:02.648Z|closed|864|866.0
1017|303|2516||El usuario puede elegir entre suscripción free o premium|2019-10-05T18:51:20.146Z|user-story|2019-10-30T18:58:47.609Z|closed|864|
1017|303|2515||El usuario puede escribir su user para identificarse|2019-10-05T18:51:01.012Z|user-story|2019-10-30T18:58:26.323Z|closed|864|
1017|303|2514||El usuario debe poder logearse|2019-10-05T18:50:33.140Z|feature|2019-10-30T17:59:18.784Z|closed|864|866.0
1017|303|2513||Reunión de planificación inicial.|2019-10-05T17:04:16.918Z|Meeting|2019-10-05T18:20:11.355Z|closed|864|864.0
1018|305|2873|Si no encuentra una noticia con un filtro determinado, aun asi el sistema da la posibilidad de elegir noticia, por lo que se queda en una especie de bucle infinito.|Solucionar bug en el filtro de noticias|2019-10-26T14:40:02.658Z|bug;high|2019-10-27T16:25:01.452Z|closed|869|870.0
1018|305|2872||Implementar sistema de suscripciones en el cliente|2019-10-26T14:35:10.352Z|feature;medium|2019-10-27T01:28:22.738Z|closed|869|871.0
1018|305|2871||Paso de noticias en ficheros|2019-10-26T14:30:11.287Z|feature;high|2019-10-27T10:14:56.366Z|closed|869|869.0
1018|305|2743|Elaborar las notas y comentarios del proyecto|Elaborar notas sobre el proyecto|2019-10-18T12:59:34.952Z|low;workitem|2019-11-03T16:26:52.673Z|closed|868|869.0
1018|305|2742|Implementar MessageListener en la clase ConsumirNoticia|Implementar MessageListener en ConsumirNoticia|2019-10-18T12:58:41.464Z|high;user-story|2019-10-19T03:42:13.055Z|closed|868|871.0
1018|305|2741|Implementar threads en la clase ConsumirNoticia como acordamos en el meeting, igual que en ServicioNoticias|Implementación de Threads en la clase ConsumirNoticia|2019-10-18T12:55:33.132Z|medium;user-story|2019-10-18T17:06:51.818Z|closed|868|869.0
1018|305|2739||Mejorar Interfaz del Cliente|2019-10-17T21:45:45.756Z|high;user-story|2019-10-18T17:08:03.968Z|closed|869|869.0
1018|305|2738|Colores de la interfaz del cliente|Colores Interfaz del Cliente|2019-10-17T21:44:59.836Z|low;user-story|2019-10-19T03:42:20.755Z|closed|869|871.0
1018|305|2737|Implementar los threads en la clase ServicioNoticias y comprobar su correcto funcionamiento.|Implementación de Threads en la clase ServicioNoticias|2019-10-17T21:21:16.173Z|high;user-story|2019-10-20T09:52:44.397Z|closed|868|870.0
1018|305|2736|Cambiar colores y parte estética de la interfaz|Colores Interfaz del Gestor|2019-10-17T21:18:54.300Z|low;user-story|2019-10-20T09:54:25.392Z|closed|868|868.0
1018|305|2735|Corregir errores y mejorar la interfaz de usuario|Mejorar interfaz del Gestor|2019-10-17T21:17:30.212Z|medium;user-story|2019-10-18T15:16:51.338Z|closed|868|871.0
1018|305|2734|Implementar método de filtrado de Noticias en el Cliente|Implementar filtro de búsqueda de Noticias en el Cliente|2019-10-17T20:55:24.756Z|feature;high|2019-10-19T00:40:26.120Z|closed|868|869.0
1018|305|2733|Integrar el paso del ArrayList resultante de la clase Noticias al Cliente|Integración del ArrayList de la clase Noticias al Cliente|2019-10-17T20:52:26.588Z|high;user-story|2019-10-20T09:46:49.697Z|closed|868|868.0
1018|305|2699|Meeting el miércoles 16 de octubre a las 19:00, para planificar el desarrollo del Sprint 3 y resolver las dudas surgidas del Sprint 2, así como para mejorar aspectos de lo desarrollado en el Sprint 2.|Meeting planificación Sprint 3|2019-10-15T15:12:03.434Z|Meeting|2019-10-17T11:11:50.558Z|closed|868|868.0
1018|305|2640||Implementación básica de la clase ConsumidorNoticia|2019-10-11T19:03:12.626Z|feature;high|2019-10-13T18:35:30.340Z|closed|868|871.0
1018|305|2639||Implementar visualizacion por pantalla de la noticia en la clase ConsumidorNoticia|2019-10-11T17:53:00.922Z|feature;high|2019-10-13T19:37:52.034Z|closed|868|869.0
1018|305|2638||Arreglar la clase Noticia|2019-10-11T17:52:26.723Z|bug;medium|2019-10-13T21:38:19.674Z|closed|868|868.0
1018|305|2637||Terminar de implementar la clase ServicioNoticias|2019-10-11T17:51:59.013Z|feature;high|2019-10-13T20:09:48.674Z|closed|868|870.0
1018|305|2636|Meeting para la organización del Sprint 2, reparto de tareas y análisis general del proyecto, repaso del sprint 1 y búsqueda de fallos y mejoras.|Reunión Sprint 2|2019-10-11T17:40:07.545Z|Meeting|2019-10-13T16:19:35.836Z|closed|868|
1019|307|3001|Crear pruebas para testear: - Funciona el tema política - Funciona el tema deporte con otro filtro de fecha - Funciona el filtro de palabra clave|Crear archivos para insertar noticias de prueba|2019-11-03T14:51:22.091Z|workitem|2019-11-03T18:33:02.073Z|closed|873|
1019|307|3000||Escribir Readme|2019-11-03T14:48:11.821Z|workitem|2019-11-03T18:55:53.225Z|closed|873|873.0
1019|307|2994||Cliente termine|2019-11-02T22:19:11.508Z|user-story|2019-11-03T18:27:32.852Z|closed|873|872.0
1019|307|2989|Cuando el gestor haya insertado una noticia, pueda insertar más|Gestor inserte muchas noticias|2019-11-02T18:30:49.191Z|user-story|2019-11-03T11:07:41.143Z|closed|873|
1019|307|2982|El cliente recibe un arraylist de noticias y las muestra por el terminal|Cliente recibe noticias|2019-11-02T17:17:07.527Z|user-story|2019-11-03T11:06:19.806Z|closed|873|872.0
1019|307|2981|El gestor envía un arraylist de noticias al cliente cuando se lo pide|Gestor envía noticias|2019-11-02T17:16:27.800Z|user-story|2019-11-03T11:05:10.123Z|closed|873|873.0
1019|307|2977|NullPointerException cuando el cliente le pide las noticias al gestor. Arreglarlo para que se comuniquen|Cliente no habla con el gestor ni se suscribe al topic|2019-11-02T14:47:01.199Z|bug|2019-11-02T17:14:13.803Z|closed|873|873.0
1019|307|2918|Ver que tareas nos faltan y ver posibles errores|Reunión para organizar el último sprint|2019-10-29T13:47:25.664Z|Meeting|2019-10-29T19:42:35.370Z|closed|873|
1019|307|2855||El cliente pide más de un filtro|2019-10-24T09:19:30.216Z|feature|2019-11-03T18:34:18.583Z|closed|873|872.0
1019|307|2854||Gestor diferencia de free y premium|2019-10-24T09:16:12.505Z|feature|2019-11-03T18:25:38.646Z|closed|873|873.0
1019|307|2853|Si el gestor no va a devolver ninguna noticia, le envía al cliente que no hay noticias|Gestor no tiene noticias de ese tema|2019-10-24T09:15:14.057Z|user-story|2019-11-03T11:06:19.307Z|closed|873|873.0
1019|307|2852|Cuando recibe un mensaje en onMessage del cliente, coge el canal de respuesta y envía las noticias por ese canal|El gestor manda por la cola las noticias (asíncrona)|2019-10-24T09:13:55.567Z|user-story|2019-10-25T09:54:57.236Z|closed|873|873.0
1019|307|2851||Gestor manda la noticia por el topic cuando la crea|2019-10-24T09:10:53.936Z|user-story|2019-10-24T20:35:15.075Z|closed|873|873.0
1019|307|2850|Igual que la cola, si no es de tema politica, deporte o economia se suscribe a la general con restricciones (recibe de forma asíncrona)|Suscripción del cliente al topic que ha hecho el filtro|2019-10-24T09:09:10.835Z|user-story|2019-11-02T17:15:08.433Z|closed|873|872.0
1019|307|2828|Crea la cola con nombre economia, politica o deporte (de constantes.java). Si no es ninguna de esas lo manda por el general con la restricción. Siempre manda por la cola la cola de respuesta.|Cliente crea una cola cuando hace una petición a noticias|2019-10-22T14:21:26.772Z|user-story|2019-11-02T12:06:48.050Z|closed|873|872.0
1019|307|2827|El gestor tiene esas colas donde recibirá la petición del cliente.|Crear colas general, politica, economia y deporte en gestor|2019-10-22T14:19:13.623Z|user-story|2019-10-24T20:34:26.530Z|closed|873|873.0
1019|307|2813||Revisar código Sprint 3 y crear tareas para Sprint 4|2019-10-21T15:05:19.529Z|Meeting|2019-10-22T14:17:21.286Z|closed|873|
1019|307|2759|Clase contantes para el nombre de las colas que siempre son iguales (temas y fecha)|Constantes nombre colas|2019-10-19T14:38:55.238Z|user-story|2019-10-20T21:43:24.839Z|closed|873|873.0
1019|307|2758|El cliente pedirá la noticia por una cola (las colas son: politica, deporte, economia, _palabra clave_ (la que sea) y fecha) y le enviará al gestor porque cola tiene que responder. El cliente esperará de forma asíncrona que le manden las noticias y las mostrará. También se suscribirá al topic noticia|Cliente: petición de noticia de forma asíncrona|2019-10-19T14:37:20.301Z|feature|2019-11-02T12:06:47.697Z|closed|873|872.0
1019|307|2749|El gestor recibirá un mensaje por una cola y esa cola es la petición del cliente y la cola por la que le tiene que responder. Además crea el topic para mandar las noticias por ahí al cliente que se ha suscrito.  Si no tiene noticias de ese tipo, le envía un mensaje de que todavía no hay, pero que se ha suscrito.|Cola asíncrona en Gestor para recibir peticiones de noticias|2019-10-19T09:49:52.017Z|feature|2019-11-03T11:05:08.867Z|closed|873|873.0
1019|307|2748|Cuando se crea una noticia añadirla al arraylist de noticias y al hashmap Crear una entrada si no existe en el hashmap o añadirla a la entrada existente|Añadir noticia a hashmap y arraylist|2019-10-19T09:45:55.759Z|user-story|2019-10-20T21:38:13.030Z|closed|873|873.0
1019|307|2747|El hashmap estará vacío y será <String, Array>|Crear Hashmap de referencias a noticias en el gestor|2019-10-19T09:44:47.386Z|user-story|2019-10-19T14:06:11.356Z|closed|873|873.0
1019|307|2746|Crear ArrayList de noticias en el gestor|Crear ArrayList en Gestor|2019-10-19T09:43:36.514Z|user-story|2019-10-19T14:03:14.706Z|closed|873|873.0
1019|307|2745|"El Gestor tiene un ArrayList con todas las noticias y un hashmap donde tiene una entrada por cada tema (politica, economia y deportes) y por cada noticia con palabra clave nueva. En el hashmap solo se guarda la posición que ocupa la noticia en el arraylist.  Cuando se crea una noticia se añade al arraylist y al hashmap se añade la referencia (en el hashmap se puede añadir a varias entradas, si es de política y tiene palabra clave ""la que sea"", está en dos entradas)."|Organización datos por parte del gestor|2019-10-19T09:42:34.793Z|feature|2019-10-20T21:43:25.141Z|closed|873|873.0
1019|307|2744|"Función que inserte noticias mediante un fichero. El fichero tiene un formato JSON: { [ {""titulo"": ""el que sea"", ""fecha"": ""la que sea"", ""palabras clave"": [""palabra1"", ""palabra2"",...], ""contenido"": ""Lorem ipsum..."",}, {""titulo"": ""el que sea"", ""fecha"": ""la que sea"", ""palabras clave"": [""palabra1"", ""palabra2"",...], ""contenido"": ""Lorem ipsum..."",}, ] }"|Insertar fichero con noticias gestor|2019-10-19T09:37:08.815Z|user-story|2019-10-19T14:00:48.776Z|closed|873|873.0
1019|307|2673|Ver fallos y organizar las tareas para este sprint|Reunión Sprint 3|2019-10-14T10:03:59.682Z|Meeting|2019-10-15T15:01:04.433Z|closed|873|
1019|307|2632|Lo recibe de forma síncrona|Gestor recibe un mensaje del Cliente|2019-10-11T09:54:03.578Z|user-story|2019-10-13T21:15:33.167Z|closed|873|873.0
1019|307|2631|El mensaje que envía lo hace de forma síncrona, no lo hace hasta que no reciba el mensaje del cliente|Gestor envía mensaje al Cliente|2019-10-11T09:51:42.806Z|user-story|2019-10-13T21:11:41.330Z|closed|873|873.0
1019|307|2630|El mensaje lo recibe el Gestor de forma síncrona  /estimate 1d|Cliente reciba del Gestor un mensaje|2019-10-11T09:48:59.392Z|user-story|2019-10-13T21:23:32.034Z|closed|873|872.0
1019|307|2629|El cliente mande un mensaje de texto al gestor de manera sincrona|Cliente envía un mensaje al Gestor|2019-10-11T09:47:52.078Z|user-story|2019-10-13T21:23:31.717Z|closed|873|872.0
1019|307|2628|Que el cliente envíe un mensaje (el que sea), el gestor lo coja y le conteste (con lo que sea).|Comunicación sínrona entre Gestor y Cliente|2019-10-11T09:46:27.788Z|feature|2019-10-13T21:23:32.198Z|closed|873|873.0
1019|307|2606|Incluir la carpeta mq en el proyecto|Incluir mq en el proyecto|2019-10-10T07:35:45.113Z|workitem|2019-10-13T21:10:27.263Z|closed|873|
1019|307|2588|Cambiar la clase Cliente para que el usuario solo escriba números (cada número se relaciona con una acción). Ej:  Introduzca su tipo de subscripción: (0) - Free (1) - Premium  Si escribe un 0 ha seleccionado el free|Cambiar interacción de usuario en clase Cliente|2019-10-08T12:57:02.222Z|low;user-story|2019-10-13T09:53:00.252Z|closed|873|872.0
1019|307|2587|Vuelvo a poner la especificación de la clase Gestor. Mostrar al gestor que puede insertar las noticias de forma individual por pantalla (ir pidiendo cada campo de una noticia y guardar el objeto) o que puede hacerlo a través de un fichero. Si elige un fichero, no poner nada todavía.|Clase Gestor no hace lo especificado en la issue #5|2019-10-08T12:51:07.098Z|bug;medium|2019-10-08T15:53:11.184Z|closed|873|873.0
1019|307|2578|En esta reunión vamos a ver si cada commit que se hizo realiza de forma correcta cada issue.|Reunión revisar resultados Sprint 1|2019-10-07T13:55:26.761Z|Meeting|2019-10-07T20:49:37.236Z|closed|873|873.0
1019|307|2509|Mostrar al gestor que puede insertar las noticias de forma individual por pantalla (ir pidiendo cada campo de una noticia y guardar el objeto) o que puede hacerlo a través de un fichero. Si elige un fichero, no poner nada todavía.|Interfaz Texto Gestor|2019-10-04T14:53:15.316Z|feature;medium|2019-10-08T12:51:07.422Z|closed|873|875.0
1019|307|2508|Escribir el constructor, getters y setters de la clase Noticia. Una noticia tiene un Título, Fecha, palabra clave y contenido de la noticia|Clase Noticia|2019-10-04T14:50:31.246Z|feature;low|2019-10-06T13:48:38.034Z|closed|873|874.0
1019|307|2507|Mostrar al cliente que tiene que introducir nombre de usuario y tipo de suscripción y guardarlo en variables. También decirle que tipo de consulta quiere hacer (guardarlo) y preguntar por tema/palabra clave/fecha (dependiendo de lo que elija en la pregunta anterior|Interfaz texto del Cliente|2019-10-04T14:49:05.361Z|feature;medium|2019-10-06T13:57:59.951Z|closed|873|872.0
1019|307|2486|Creación de las clases: Gestor, Noticia y Cliente|Creación de clases java|2019-10-03T18:35:28.682Z|workitem|2019-10-03T18:39:35.118Z|closed|873|873.0
1019|307|2485|Reunión del primer Sprint   /estimate 1h|Reunión|2019-10-03T18:23:47.719Z|Meeting|2019-10-04T14:39:59.006Z|closed|873|873.0
1020|309|3019||Bug - Busqueda por fecha|2019-11-03T22:03:31.194Z|bug|2019-11-03T22:07:58.388Z|opened|877|878.0
1020|309|2997|Existe un bug en la clase(muy posiblemente) gestorEnviarNoticias, que hace que a cada noticia que se reciba se almacene n veces, siendo n el numero de noticias enviadas|Bug - Recepción de noticias duplicadas|2019-11-03T05:06:26.622Z|bug|2019-11-03T22:34:36.467Z|closed|877|877.0
1020|309|2996||Reunión final|2019-11-03T05:02:24.054Z|Meeting|2019-11-03T22:17:46.290Z|closed|877|877.0
1020|309|2975||Reunión Sprint5|2019-11-02T13:54:42.628Z|Meeting|2019-11-03T01:13:21.458Z|closed|877|877.0
1020|309|2953|Solucionar fallos en la interfaz del cliente|Bug - Interfaz cliente|2019-11-01T17:45:13.613Z|bug|2019-11-03T20:57:23.435Z|closed|877|876.0
1020|309|2883|Crear una clase noticia para poder mandarlas como un objeto mediante JMS|claseNoticia|2019-10-26T22:26:11.923Z|feature|2019-10-26T23:54:26.852Z|closed|877|877.0
1020|309|2867||Reunión Sprint4|2019-10-25T17:34:22.857Z|Meeting|2019-11-03T01:11:09.347Z|closed|877|877.0
1020|309|2740||Reunión Sprint3|2019-10-18T12:52:35.758Z|Meeting|2019-10-20T21:38:12.254Z|closed|877|877.0
1020|309|2641||Reunión Sprint2|2019-10-11T22:12:05.608Z|Meeting|2019-10-17T11:03:29.745Z|closed|877|877.0
1020|309|2552||Documentación adicional que sea necesaria (listado de bugs encontrados, lecciones aprendidas, errores comunes, etc…)|2019-10-06T00:26:17.339Z|workitem|2019-11-03T21:29:46.279Z|closed|877|878.0
1020|309|2551||Documento explicativo para una correcta ejecución del código (README)|2019-10-06T00:25:58.685Z|workitem|2019-11-03T20:21:42.561Z|closed|877|876.0
1020|309|2550||Estructurar la practica|2019-10-06T00:25:47.295Z|workitem|2019-11-03T02:17:12.460Z|closed|877|877.0
1020|309|2549||Preparar entorno de la práctica (configuración del repositorio de gitlab)|2019-10-06T00:25:35.141Z|workitem|2019-11-02T12:48:47.370Z|closed|877|879.0
1020|309|2548||Memoria Práctica|2019-10-06T00:25:14.236Z|workitem|2019-11-03T21:29:01.087Z|closed|877|878.0
1020|309|2547||Hacer noticias para realizar pruebas en el proyecto|2019-10-06T00:24:51.700Z|workitem|2019-11-03T17:34:30.059Z|closed|877|878.0
1020|309|2546||Test para el proyecto|2019-10-06T00:24:33.542Z|workitem|2019-10-30T17:21:35.380Z|opened|877|878.0
1020|309|2545|El *Cliente* debe poder recibir noticias del *Gestor*   |conexiónCliente.recibirNoticias|2019-10-06T00:21:43.648Z|user-story|2019-11-02T00:29:17.592Z|closed|877|876.0
1020|309|2544|El *Cliente* debe poder solicitar noticias al *Gestor*   |conexiónCliente.solicitarNoticias|2019-10-06T00:20:57.296Z|user-story|2019-11-03T22:08:41.450Z|closed|877|879.0
1020|309|2543|El *Cliente* debe tener una conexión con el *Gestor* para poder solicitar y recibir noticias   |conexiónCliente|2019-10-06T00:19:01.006Z|feature|2019-11-03T22:09:21.874Z|closed|877|879.0
1020|309|2542|Puede haber dos tipos de suscripción a la hora de loguearse: * Free * Premium   |loginCliente.tipoSuscripción|2019-10-06T00:17:12.499Z|user-story|2019-10-31T20:36:43.602Z|closed|877|876.0
1020|309|2541||loginCliente.registrarUsuario|2019-10-06T00:15:31.815Z|user-story|2019-10-31T20:36:43.208Z|closed|877|876.0
1020|309|2540|El usuario debe poder loguearse con su **nombre de usuario** e indicando el **tipo de suscripción**   |loginCliente|2019-10-06T00:15:07.208Z|feature|2019-10-31T20:29:06.065Z|closed|877|876.0
1020|309|2539|El *Cliente* debe tener una interfaz de usuario sencilla en modo texto (la agencia no quiere interfaces gráficas).   En primera instancia el Cliente debe ofrecer al usuario la opción de ‘loguearse’ donde debe especificar la siguiente información: * Nombre de usuario * Tipo suscripción: opción a elegir entre Free o Premium  Una vez el usuario se ha ‘logueado’, deberá dejar realizar consultas de noticias   |interfazCliente|2019-10-06T00:07:17.565Z|feature|2019-10-31T20:40:47.561Z|closed|877|876.0
1020|309|2538|Las noticias se deben mostar de forma distinta dependiendo del tipo de suscripción: * Free: mostrar, de una noticia, sólo los campos Título, Fecha y Palabras Clave * Premium: mostrar lo mismo que para Free y además el Contenido de la noticia|tipoSuscripción|2019-10-05T23:59:59.615Z|feature|2019-11-03T22:10:10.564Z|opened|877|879.0
1020|309|2537|El *Gestor* debe poder enviar noticias a los clientes   |conexiónGestor.enviarNoticias|2019-10-05T23:54:23.002Z|user-story|2019-11-02T00:29:16.892Z|closed|877|876.0
